"時点","地域コード","地域","日本人人口（総数）【人】","注記"
"1995年10月","00000","全国","124298947","総務省統計局「国勢調査」による。"
"1995年11月","00000","全国","124468000",""
"1995年12月","00000","全国","124500000",""
"1996年1月","00000","全国","124409000",""
"1996年2月","00000","全国","124494000",""
"1996年3月","00000","全国","124460000",""
"1996年4月","00000","全国","124508000",""
"1996年5月","00000","全国","124492000",""
"1996年6月","00000","全国","124572000",""
"1996年7月","00000","全国","124614000",""
"1996年8月","00000","全国","124543000",""
"1996年9月","00000","全国","124601000",""
"1996年10月","00000","全国","124708000",""
"1996年11月","00000","全国","124731000",""
"1996年12月","00000","全国","124776000",""
"1997年1月","00000","全国","124641000",""
"1997年2月","00000","全国","124759000",""
"1997年3月","00000","全国","124708000",""
"1997年4月","00000","全国","124790000",""
"1997年5月","00000","全国","124797000",""
"1997年6月","00000","全国","124832000",""
"1997年7月","00000","全国","124879000",""
"1997年8月","00000","全国","124819000",""
"1997年9月","00000","全国","124885000",""
"1997年10月","00000","全国","124961000",""
"1997年11月","00000","全国","124988000",""
"1997年12月","00000","全国","125051000",""
"1998年1月","00000","全国","124950000",""
"1998年2月","00000","全国","125116000",""
"1998年3月","00000","全国","125012000",""
"1998年4月","00000","全国","125079000",""
"1998年5月","00000","全国","125091000",""
"1998年6月","00000","全国","125142000",""
"1998年7月","00000","全国","125185000",""
"1998年8月","00000","全国","125121000",""
"1998年9月","00000","全国","125186000",""
"1998年10月","00000","全国","125248000",""
"1998年11月","00000","全国","125272000",""
"1998年12月","00000","全国","125332000",""
"1999年1月","00000","全国","125260000",""
"1999年2月","00000","全国","125340000",""
"1999年3月","00000","全国","125261000",""
"1999年4月","00000","全国","125324000",""
"1999年5月","00000","全国","125256000",""
"1999年6月","00000","全国","125378000",""
"1999年7月","00000","全国","125397000",""
"1999年8月","00000","全国","125328000",""
"1999年9月","00000","全国","125384000",""
"1999年10月","00000","全国","125427000",""
"1999年11月","00000","全国","125484000",""
"1999年12月","00000","全国","125517000",""
"2000年1月","00000","全国","125556000",""
"2000年2月","00000","全国","125550000",""
"2000年3月","00000","全国","125467000",""
"2000年4月","00000","全国","125510000",""
"2000年5月","00000","全国","125476000",""
"2000年6月","00000","全国","125535000",""
"2000年7月","00000","全国","125554000",""
"2000年8月","00000","全国","125504000",""
"2000年9月","00000","全国","125546000",""
"2000年10月","00000","全国","125386737","総務省統計局「国勢調査」による。"
"2000年11月","00000","全国","125669000",""
"2000年12月","00000","全国","125689000",""
"2001年1月","00000","全国","125643000",""
"2001年2月","00000","全国","125727000",""
"2001年3月","00000","全国","125651000",""
"2001年4月","00000","全国","125722000",""
"2001年5月","00000","全国","125665000",""
"2001年6月","00000","全国","125751000",""
"2001年7月","00000","全国","125781000",""
"2001年8月","00000","全国","125730000",""
"2001年9月","00000","全国","125766000",""
"2001年10月","00000","全国","125930000",""
"2001年11月","00000","全国","125992000",""
"2001年12月","00000","全国","125993000",""
"2002年1月","00000","全国","125932000",""
"2002年2月","00000","全国","125953000",""
"2002年3月","00000","全国","125898000",""
"2002年4月","00000","全国","125991000",""
"2002年5月","00000","全国","125954000",""
"2002年6月","00000","全国","125998000",""
"2002年7月","00000","全国","126028000",""
"2002年8月","00000","全国","125978000",""
"2002年9月","00000","全国","125995000",""
"2002年10月","00000","全国","126053000",""
"2002年11月","00000","全国","126078000",""
"2002年12月","00000","全国","126114000",""
"2003年1月","00000","全国","126025000",""
"2003年2月","00000","全国","126146000",""
"2003年3月","00000","全国","126043000",""
"2003年4月","00000","全国","126187000",""
"2003年5月","00000","全国","126209000",""
"2003年6月","00000","全国","126251000",""
"2003年7月","00000","全国","126247000",""
"2003年8月","00000","全国","126201000",""
"2003年9月","00000","全国","126181000",""
"2003年10月","00000","全国","126206000",""
"2003年11月","00000","全国","126201000",""
"2003年12月","00000","全国","126240000",""
"2004年1月","00000","全国","126173000",""
"2004年2月","00000","全国","126254000",""
"2004年3月","00000","全国","126191000",""
"2004年4月","00000","全国","126252000",""
"2004年5月","00000","全国","126167000",""
"2004年6月","00000","全国","126250000",""
"2004年7月","00000","全国","126250000",""
"2004年8月","00000","全国","126229000",""
"2004年9月","00000","全国","126230000",""
"2004年10月","00000","全国","126266000",""
"2004年11月","00000","全国","126283000",""
"2004年12月","00000","全国","126299000",""
"2005年1月","00000","全国","126276000",""
"2005年2月","00000","全国","126273000",""
"2005年3月","00000","全国","126204000",""
"2005年4月","00000","全国","126272000",""
"2005年5月","00000","全国","126123000",""
"2005年6月","00000","全国","126220000",""
"2005年7月","00000","全国","126221000",""
"2005年8月","00000","全国","126209000",""
"2005年9月","00000","全国","126192000",""
"2005年10月","00000","全国","125730148","総務省統計局「国勢調査」による。"
"2005年11月","00000","全国","126214000",""
"2005年12月","00000","全国","126214000",""
"2006年1月","00000","全国","126283000",""
"2006年2月","00000","全国","126232000",""
"2006年3月","00000","全国","126209000",""
"2006年4月","00000","全国","126231000",""
"2006年5月","00000","全国","126211000",""
"2006年6月","00000","全国","126223000",""
"2006年7月","00000","全国","126260000",""
"2006年8月","00000","全国","126310000",""
"2006年9月","00000","全国","126275000",""
"2006年10月","00000","全国","126286000",""
"2006年11月","00000","全国","126291000",""
"2006年12月","00000","全国","126294000",""
"2007年1月","00000","全国","126368000",""
"2007年2月","00000","全国","126305000",""
"2007年3月","00000","全国","126306000",""
"2007年4月","00000","全国","126319000",""
"2007年5月","00000","全国","126295000",""
"2007年6月","00000","全国","126301000",""
"2007年7月","00000","全国","126336000",""
"2007年8月","00000","全国","126385000",""
"2007年9月","00000","全国","126341000",""
"2007年10月","00000","全国","126347000",""
"2007年11月","00000","全国","126341000",""
"2007年12月","00000","全国","126340000",""
"2008年1月","00000","全国","126407000",""
"2008年2月","00000","全国","126335000",""
"2008年3月","00000","全国","126315000",""
"2008年4月","00000","全国","126320000",""
"2008年5月","00000","全国","126294000",""
"2008年6月","00000","全国","126298000",""
"2008年7月","00000","全国","126332000",""
"2008年8月","00000","全国","126377000",""
"2008年9月","00000","全国","126327000",""
"2008年10月","00000","全国","126340000",""
"2008年11月","00000","全国","126336000",""
"2008年12月","00000","全国","126332000",""
"2009年1月","00000","全国","126402000",""
"2009年2月","00000","全国","126338000",""
"2009年3月","00000","全国","126312000",""
"2009年4月","00000","全国","126324000",""
"2009年5月","00000","全国","126301000",""
"2009年6月","00000","全国","126303000",""
"2009年7月","00000","全国","126337000",""
"2009年8月","00000","全国","126379000",""
"2009年9月","00000","全国","126331000",""
"2009年10月","00000","全国","126343000",""
"2009年11月","00000","全国","126349000",""
"2009年12月","00000","全国","126350000",""
"2010年1月","00000","全国","126416000",""
"2010年2月","00000","全国","126369000",""
"2010年3月","00000","全国","126360000",""
"2010年4月","00000","全国","126373000",""
"2010年5月","00000","全国","126350000",""
"2010年6月","00000","全国","126349000",""
"2010年7月","00000","全国","126387000",""
"2010年8月","00000","全国","126430000",""
"2010年9月","00000","全国","126380000",""
"2010年10月","00000","全国","125358854","総務省統計局「国勢調査」による。"
"2010年11月","00000","全国","126373000",""
"2010年12月","00000","全国","126362000",""
"2011年1月","00000","全国","126420000",""
"2011年2月","00000","全国","126343000",""
"2011年3月","00000","全国","126300000",""
"2011年4月","00000","全国","126253000",""
"2011年5月","00000","全国","126221000",""
"2011年6月","00000","全国","126207000",""
"2011年7月","00000","全国","126227000",""
"2011年8月","00000","全国","126259000",""
"2011年9月","00000","全国","126213000",""
"2011年10月","00000","全国","126210000",""
"2011年11月","00000","全国","126199000",""
"2011年12月","00000","全国","126184000",""
"2012年1月","00000","全国","126233000",""
"2012年2月","00000","全国","126145000",""
"2012年3月","00000","全国","126103000",""
"2012年4月","00000","全国","126094000",""
"2012年5月","00000","全国","126049000",""
"2012年6月","00000","全国","126038000",""
"2012年7月","00000","全国","126061000",""
"2012年8月","00000","全国","126089000",""
"2012年9月","00000","全国","126030000",""
"2012年10月","00000","全国","126023000",""
"2012年11月","00000","全国","126001000",""
"2012年12月","00000","全国","125979000",""
"2013年1月","00000","全国","126032000",""
"2013年2月","00000","全国","125930000",""
"2013年3月","00000","全国","125892000",""
"2013年4月","00000","全国","125887000",""
"2013年5月","00000","全国","125838000",""
"2013年6月","00000","全国","125825000",""
"2013年7月","00000","全国","125847000",""
"2013年8月","00000","全国","125877000",""
"2013年9月","00000","全国","125811000",""
"2013年10月","00000","全国","125803000",""
"2013年11月","00000","全国","125784000",""
"2013年12月","00000","全国","125761000",""
"2014年1月","00000","全国","125821000",""
"2014年2月","00000","全国","125735000",""
"2014年3月","00000","全国","125675000",""
"2014年4月","00000","全国","125658000",""
"2014年5月","00000","全国","125612000",""
"2014年6月","00000","全国","125600000",""
"2014年7月","00000","全国","125621000",""
"2014年8月","00000","全国","125652000",""
"2014年9月","00000","全国","125573000",""
"2014年10月","00000","全国","125562000",""
"2014年11月","00000","全国","125543000",""
"2014年12月","00000","全国","125517000",""
"2015年1月","00000","全国","125577000",""
"2015年2月","00000","全国","125460000",""
"2015年3月","00000","全国","125428000",""
"2015年4月","00000","全国","125420000",""
"2015年5月","00000","全国","125371000",""
"2015年6月","00000","全国","125360000",""
"2015年7月","00000","全国","125389000",""
"2015年8月","00000","全国","125416000",""
"2015年9月","00000","全国","125336000",""
"2015年10月","00000","全国","124283901","総務省統計局「国勢調査」による。"
"2015年11月","00000","全国","125295000",""
"2015年12月","00000","全国","125275000",""
"2016年1月","00000","全国","125340000",""
"2016年2月","00000","全国","125235000",""
"2016年3月","00000","全国","125193000",""
"2016年4月","00000","全国","125189000",""
"2016年5月","00000","全国","125140000",""
"2016年6月","00000","全国","125125000",""
"2016年7月","00000","全国","125155000",""
"2016年8月","00000","全国","125177000",""
"2016年9月","00000","全国","125091000",""
"2016年10月","00000","全国","125071000",""
"2016年11月","00000","全国","125044000",""
"2016年12月","00000","全国","125013000",""
"2017年1月","00000","全国","125070000",""
"2017年2月","00000","全国","124964000",""
"2017年3月","00000","全国","124900000",""
"2017年4月","00000","全国","124886000",""
"2017年5月","00000","全国","124835000",""
"2017年6月","00000","全国","124821000",""
"2017年7月","00000","全国","124848000",""
"2017年8月","00000","全国","124857000",""
"2017年9月","00000","全国","124770000",""
"2017年10月","00000","全国","124745000",""
"2017年11月","00000","全国","124713000",""
"2017年12月","00000","全国","124678000",""
"2018年1月","00000","全国","124732000",""
"2018年2月","00000","全国","124602000",""
"2018年3月","00000","全国","124547000",""
"2018年4月","00000","全国","124526000",""
"2018年5月","00000","全国","124471000",""
"2018年6月","00000","全国","124450000",""
"2018年7月","00000","全国","124471000",""
"2018年8月","00000","全国","124477000",""
"2018年9月","00000","全国","124387000",""
"2018年10月","00000","全国","124349000",""
"2018年11月","00000","全国","124315000",""
"2018年12月","00000","全国","124279000",""
"2019年1月","00000","全国","124329000",""
"2019年2月","00000","全国","124196000",""
"2019年3月","00000","全国","124133000",""
"2019年4月","00000","全国","124103000",""
"2019年5月","00000","全国","124045000",""
"2019年6月","00000","全国","124020000",""
"2019年7月","00000","全国","124030000",""
"2019年8月","00000","全国","124031000",""
"2019年9月","00000","全国","123928000",""
"2019年10月","00000","全国","123886000",""
"2019年11月","00000","全国","123843000",""
"2019年12月","00000","全国","123800000",""
"2020年1月","00000","全国","123840000",""
"2020年2月","00000","全国","123703000",""
"2020年3月","00000","全国","123610000",""
"2020年4月","00000","全国","123575000",""
"2020年5月","00000","全国","123551000",""
"2020年6月","00000","全国","123521000",""
"2020年7月","00000","全国","123503000",""
"2020年8月","00000","全国","123484000",""
"2020年9月","00000","全国","123437000",""
"2020年10月","00000","全国","121541155","総務省統計局「国勢調査」による。"
"2020年11月","00000","全国","123205000",""
"2020年12月","00000","全国","123155000",""
"2021年1月","00000","全国","123112000",""
"2021年2月","00000","全国","123011000",""
"2021年3月","00000","全国","122948000",""
"2021年4月","00000","全国","122901000",""
"2021年5月","00000","全国","122849000",""
"2021年6月","00000","全国","122803000",""
"2021年7月","00000","全国","122928000",""
"2021年8月","00000","全国","122898000",""
"2021年9月","00000","全国","122834000",""
"2021年10月","00000","全国","122780000",""
"2021年11月","00000","全国","122728000",""
"2021年12月","00000","全国","122674000",""
"2022年1月","00000","全国","122638000",""
"2022年2月","00000","全国","122530000",""
"2022年3月","00000","全国","122444000",""
"2022年4月","00000","全国","122388000",""
"2022年5月","00000","全国","122325000",""
"2022年6月","00000","全国","122272000",""
"2022年7月","00000","全国","122263000",""
"2022年8月","00000","全国","122238000",""
"2022年9月","00000","全国","122104000",""
"2022年10月","00000","全国","122031000",""
"2022年11月","00000","全国","121969000",""
"2022年12月","00000","全国","121901000",""
"2023年1月","00000","全国","121893000",""
"2023年2月","00000","全国","121721000",""
"2023年3月","00000","全国","121631000",""
"2023年4月","00000","全国","121576000",""
"2023年5月","00000","全国","121499000",""
"2023年6月","00000","全国","121448000",""
"2023年7月","00000","全国","121441000",""
"1975年","00000","全国","111251507","総務省統計局「国勢調査」による。"
"1976年","00000","全国","112447000",""
"1977年","00000","全国","113514000",""
"1978年","00000","全国","114534000",""
"1979年","00000","全国","115496000",""
"1980年","00000","全国","116320358","総務省統計局「国勢調査」による。"
"1981年","00000","全国","117222000",""
"1982年","00000","全国","118043000",""
"1983年","00000","全国","118839000",""
"1984年","00000","全国","119593000",""
"1985年","00000","全国","120287484","総務省統計局「国勢調査」による。"
"1986年","00000","全国","120919000",""
"1987年","00000","全国","121482000",""
"1988年","00000","全国","121947000",""
"1989年","00000","全国","122356000",""
"1990年","00000","全国","122398413","総務省統計局「国勢調査」による。"
"1991年","00000","全国","123123000",""
"1992年","00000","全国","123516000",""
"1993年","00000","全国","123847000",""
"1994年","00000","全国","124149000",""
"1995年","00000","全国","124298947","総務省統計局「国勢調査」による。"
"1996年","00000","全国","124708000",""
"1997年","00000","全国","124961000",""
"1998年","00000","全国","125248000",""
"1999年","00000","全国","125427000",""
"2000年","00000","全国","125386737","総務省統計局「国勢調査」による。"
"2001年","00000","全国","125930000",""
"2002年","00000","全国","126053000",""
"2003年","00000","全国","126206000",""
"2004年","00000","全国","126266000",""
"2005年","00000","全国","125730148","総務省統計局「国勢調査」による。"
"2006年","00000","全国","126286000",""
"2007年","00000","全国","126347000",""
"2008年","00000","全国","126340000",""
"2009年","00000","全国","126343000",""
"2010年","00000","全国","125358854","総務省統計局「国勢調査」による。"
"2011年","00000","全国","126210000",""
"2012年","00000","全国","126023000",""
"2013年","00000","全国","125803000",""
"2014年","00000","全国","125562000",""
"2015年","00000","全国","124283901","総務省統計局「国勢調査」による。"
"2016年","00000","全国","125071000",""
"2017年","00000","全国","124745000",""
"2018年","00000","全国","124349000",""
"2019年","00000","全国","123886000",""
"2020年","00000","全国","121541155","総務省統計局「国勢調査」による。"
"2021年","00000","全国","122780000",""
"2022年","00000","全国","122031000",""
"1975年","01000","北海道","5330284",""
"1976年","01000","北海道","5388000",""
"1977年","01000","北海道","5436000",""
"1978年","01000","北海道","5483000",""
"1979年","01000","北海道","5528000",""
"1980年","01000","北海道","5566372",""
"1981年","01000","北海道","5598000",""
"1982年","01000","北海道","5622000",""
"1983年","01000","北海道","5648000",""
"1984年","01000","北海道","5664000",""
"1985年","01000","北海道","5670327",""
"1986年","01000","北海道","5666000",""
"1987年","01000","北海道","5653000",""
"1988年","01000","北海道","5648000",""
"1989年","01000","北海道","5641000",""
"1990年","01000","北海道","5625267",""
"1991年","01000","北海道","5640000",""
"1992年","01000","北海道","5651000",""
"1993年","01000","北海道","5659000",""
"1994年","01000","北海道","5670000",""
"1995年","01000","北海道","5675838",""
"1996年","01000","北海道","5687000",""
"1997年","01000","北海道","5688000",""
"1998年","01000","北海道","5684000",""
"1999年","01000","北海道","5677000",""
"2000年","01000","北海道","5644360",""
"2001年","01000","北海道","5667000",""
"2002年","01000","北海道","5659000",""
"2003年","01000","北海道","5648000",""
"2004年","01000","北海道","5635000",""
"2005年","01000","北海道","5605163",""
"2006年","01000","北海道","5589000",""
"2007年","01000","北海道","5562000",""
"2008年","01000","北海道","5530000",""
"2009年","01000","北海道","5506000",""
"2010年","01000","北海道","5482650",""
"2011年","01000","北海道","5470000",""
"2012年","01000","北海道","5446000",""
"2013年","01000","北海道","5419000",""
"2014年","01000","北海道","5390000",""
"2015年","01000","北海道","5348768",""
"2016年","01000","北海道","5330000",""
"2017年","01000","北海道","5298000",""
"2018年","01000","北海道","5262000",""
"2019年","01000","北海道","5223000",""
"2020年","01000","北海道","5151366",""
"2021年","01000","北海道","5147000",""
"2022年","01000","北海道","5098000",""
"1975年","02000","青森県","1466742",""
"1976年","02000","青森県","1482000",""
"1977年","02000","青森県","1494000",""
"1978年","02000","青森県","1505000",""
"1979年","02000","青森県","1515000",""
"1980年","02000","青森県","1521778",""
"1981年","02000","青森県","1524000",""
"1982年","02000","青森県","1525000",""
"1983年","02000","青森県","1526000",""
"1984年","02000","青森県","1525000",""
"1985年","02000","青森県","1522419",""
"1986年","02000","青森県","1516000",""
"1987年","02000","青森県","1509000",""
"1988年","02000","青森県","1500000",""
"1989年","02000","青森県","1490000",""
"1990年","02000","青森県","1479738",""
"1991年","02000","青森県","1476000",""
"1992年","02000","青森県","1474000",""
"1993年","02000","青森県","1474000",""
"1994年","02000","青森県","1477000",""
"1995年","02000","青森県","1478123",""
"1996年","02000","青森県","1481000",""
"1997年","02000","青森県","1479000",""
"1998年","02000","青森県","1477000",""
"1999年","02000","青森県","1474000",""
"2000年","02000","青森県","1471865",""
"2001年","02000","青森県","1470000",""
"2002年","02000","青森県","1463000",""
"2003年","02000","青森県","1455000",""
"2004年","02000","青森県","1444000",""
"2005年","02000","青森県","1432447",""
"2006年","02000","青森県","1420000",""
"2007年","02000","青森県","1405000",""
"2008年","02000","青森県","1392000",""
"2009年","02000","青森県","1380000",""
"2010年","02000","青森県","1367057",""
"2011年","02000","青森県","1360000",""
"2012年","02000","青森県","1347000",""
"2013年","02000","青森県","1334000",""
"2014年","02000","青森県","1320000",""
"2015年","02000","青森県","1302132",""
"2016年","02000","青森県","1291000",""
"2017年","02000","青森県","1277000",""
"2018年","02000","青森県","1263000",""
"2019年","02000","青森県","1247000",""
"2020年","02000","青森県","1224334",""
"2021年","02000","青森県","1216000",""
"2022年","02000","青森県","1198000",""
"1975年","03000","岩手県","1383931",""
"1976年","03000","岩手県","1394000",""
"1977年","03000","岩手県","1400000",""
"1978年","03000","岩手県","1407000",""
"1979年","03000","岩手県","1414000",""
"1980年","03000","岩手県","1420078",""
"1981年","03000","岩手県","1425000",""
"1982年","03000","岩手県","1428000",""
"1983年","03000","岩手県","1430000",""
"1984年","03000","岩手県","1432000",""
"1985年","03000","岩手県","1431905",""
"1986年","03000","岩手県","1429000",""
"1987年","03000","岩手県","1425000",""
"1988年","03000","岩手県","1422000",""
"1989年","03000","岩手県","1417000",""
"1990年","03000","岩手県","1414707",""
"1991年","03000","岩手県","1414000",""
"1992年","03000","岩手県","1414000",""
"1993年","03000","岩手県","1415000",""
"1994年","03000","岩手県","1416000",""
"1995年","03000","岩手県","1416864",""
"1996年","03000","岩手県","1418000",""
"1997年","03000","岩手県","1417000",""
"1998年","03000","岩手県","1416000",""
"1999年","03000","岩手県","1414000",""
"2000年","03000","岩手県","1411795",""
"2001年","03000","岩手県","1409000",""
"2002年","03000","岩手県","1403000",""
"2003年","03000","岩手県","1396000",""
"2004年","03000","岩手県","1389000",""
"2005年","03000","岩手県","1375421",""
"2006年","03000","岩手県","1370000",""
"2007年","03000","岩手県","1359000",""
"2008年","03000","岩手県","1346000",""
"2009年","03000","岩手県","1335000",""
"2010年","03000","岩手県","1322417",""
"2011年","03000","岩手県","1310000",""
"2012年","03000","岩手県","1302000",""
"2013年","03000","岩手県","1294000",""
"2014年","03000","岩手県","1285000",""
"2015年","03000","岩手県","1272745",""
"2016年","03000","岩手県","1262000",""
"2017年","03000","岩手県","1249000",""
"2018年","03000","岩手県","1234000",""
"2019年","03000","岩手県","1218000",""
"2020年","03000","岩手県","1194745",""
"2021年","03000","岩手県","1189000",""
"2022年","03000","岩手県","1173000",""
"1975年","04000","宮城県","1950790",""
"1976年","04000","宮城県","1980000",""
"1977年","04000","宮城県","2004000",""
"1978年","04000","宮城県","2028000",""
"1979年","04000","宮城県","2055000",""
"1980年","04000","宮城県","2076657",""
"1981年","04000","宮城県","2099000",""
"1982年","04000","宮城県","2121000",""
"1983年","04000","宮城県","2140000",""
"1984年","04000","宮城県","2156000",""
"1985年","04000","宮城県","2170754",""
"1986年","04000","宮城県","2185000",""
"1987年","04000","宮城県","2202000",""
"1988年","04000","宮城県","2216000",""
"1989年","04000","宮城県","2231000",""
"1990年","04000","宮城県","2236097",""
"1991年","04000","宮城県","2261000",""
"1992年","04000","宮城県","2277000",""
"1993年","04000","宮城県","2292000",""
"1994年","04000","宮城県","2305000",""
"1995年","04000","宮城県","2319433",""
"1996年","04000","宮城県","2330000",""
"1997年","04000","宮城県","2340000",""
"1998年","04000","宮城県","2346000",""
"1999年","04000","宮城県","2351000",""
"2000年","04000","宮城県","2354097",""
"2001年","04000","宮城県","2358000",""
"2002年","04000","宮城県","2357000",""
"2003年","04000","宮城県","2357000",""
"2004年","04000","宮城県","2354000",""
"2005年","04000","宮城県","2342577",""
"2006年","04000","宮城県","2346000",""
"2007年","04000","宮城県","2342000",""
"2008年","04000","宮城県","2338000",""
"2009年","04000","宮城県","2336000",""
"2010年","04000","宮城県","2325744",""
"2011年","04000","宮城県","2314000",""
"2012年","04000","宮城県","2319000",""
"2013年","04000","宮城県","2322000",""
"2014年","04000","宮城県","2322000",""
"2015年","04000","宮城県","2291508",""
"2016年","04000","宮城県","2315000",""
"2017年","04000","宮城県","2309000",""
"2018年","04000","宮城県","2301000",""
"2019年","04000","宮城県","2290000",""
"2020年","04000","宮城県","2242701",""
"2021年","04000","宮城県","2269000",""
"2022年","04000","宮城県","2256000",""
"1975年","05000","秋田県","1231389",""
"1976年","05000","秋田県","1238000",""
"1977年","05000","秋田県","1244000",""
"1978年","05000","秋田県","1248000",""
"1979年","05000","秋田県","1253000",""
"1980年","05000","秋田県","1255499",""
"1981年","05000","秋田県","1258000",""
"1982年","05000","秋田県","1257000",""
"1983年","05000","秋田県","1255000",""
"1984年","05000","秋田県","1254000",""
"1985年","05000","秋田県","1252713",""
"1986年","05000","秋田県","1247000",""
"1987年","05000","秋田県","1242000",""
"1988年","05000","秋田県","1237000",""
"1989年","05000","秋田県","1231000",""
"1990年","05000","秋田県","1225634",""
"1991年","05000","秋田県","1221000",""
"1992年","05000","秋田県","1218000",""
"1993年","05000","秋田県","1216000",""
"1994年","05000","秋田県","1214000",""
"1995年","05000","秋田県","1211616",""
"1996年","05000","秋田県","1208000",""
"1997年","05000","秋田県","1203000",""
"1998年","05000","秋田県","1198000",""
"1999年","05000","秋田県","1192000",""
"2000年","05000","秋田県","1186041",""
"2001年","05000","秋田県","1180000",""
"2002年","05000","秋田県","1171000",""
"2003年","05000","秋田県","1162000",""
"2004年","05000","秋田県","1153000",""
"2005年","05000","秋田県","1141353",""
"2006年","05000","秋田県","1131000",""
"2007年","05000","秋田県","1118000",""
"2008年","05000","秋田県","1105000",""
"2009年","05000","秋田県","1093000",""
"2010年","05000","秋田県","1078608",""
"2011年","05000","秋田県","1072000",""
"2012年","05000","秋田県","1060000",""
"2013年","05000","秋田県","1047000",""
"2014年","05000","秋田県","1034000",""
"2015年","05000","秋田県","1017149",""
"2016年","05000","秋田県","1008000",""
"2017年","05000","秋田県","995000",""
"2018年","05000","秋田県","982000",""
"2019年","05000","秋田県","968000",""
"2020年","05000","秋田県","950192",""
"2021年","05000","秋田県","941000",""
"2022年","05000","秋田県","926000",""
"1975年","06000","山形県","1219429",""
"1976年","06000","山形県","1226000",""
"1977年","06000","山形県","1233000",""
"1978年","06000","山形県","1240000",""
"1979年","06000","山形県","1246000",""
"1980年","06000","山形県","1250989",""
"1981年","06000","山形県","1254000",""
"1982年","06000","山形県","1256000",""
"1983年","06000","山形県","1257000",""
"1984年","06000","山形県","1259000",""
"1985年","06000","山形県","1260671",""
"1986年","06000","山形県","1261000",""
"1987年","06000","山形県","1261000",""
"1988年","06000","山形県","1261000",""
"1989年","06000","山形県","1259000",""
"1990年","06000","山形県","1256142",""
"1991年","06000","山形県","1256000",""
"1992年","06000","山形県","1255000",""
"1993年","06000","山形県","1254000",""
"1994年","06000","山形県","1254000",""
"1995年","06000","山形県","1253941",""
"1996年","06000","山形県","1252000",""
"1997年","06000","山形県","1250000",""
"1998年","06000","山形県","1247000",""
"1999年","06000","山形県","1243000",""
"2000年","06000","山形県","1238858",""
"2001年","06000","山形県","1235000",""
"2002年","06000","山形県","1230000",""
"2003年","06000","山形県","1224000",""
"2004年","06000","山形県","1217000",""
"2005年","06000","山形県","1209213",""
"2006年","06000","山形県","1201000",""
"2007年","06000","山形県","1191000",""
"2008年","06000","山形県","1181000",""
"2009年","06000","山形県","1172000",""
"2010年","06000","山形県","1161087",""
"2011年","06000","山形県","1156000",""
"2012年","06000","山形県","1148000",""
"2013年","06000","山形県","1138000",""
"2014年","06000","山形県","1129000",""
"2015年","06000","山形県","1116752",""
"2016年","06000","山形県","1108000",""
"2017年","06000","山形県","1097000",""
"2018年","06000","山形県","1085000",""
"2019年","06000","山形県","1073000",""
"2020年","06000","山形県","1056617",""
"2021年","06000","山形県","1048000",""
"2022年","06000","山形県","1033000",""
"1975年","07000","福島県","1968270",""
"1976年","07000","福島県","1982000",""
"1977年","07000","福島県","1996000",""
"1978年","07000","福島県","2009000",""
"1979年","07000","福島県","2021000",""
"1980年","07000","福島県","2032547",""
"1981年","07000","福島県","2041000",""
"1982年","07000","福島県","2049000",""
"1983年","07000","福島県","2058000",""
"1984年","07000","福島県","2068000",""
"1985年","07000","福島県","2077598",""
"1986年","07000","福島県","2082000",""
"1987年","07000","福島県","2088000",""
"1988年","07000","福島県","2092000",""
"1989年","07000","福島県","2096000",""
"1990年","07000","福島県","2097675",""
"1991年","07000","福島県","2105000",""
"1992年","07000","福島県","2111000",""
"1993年","07000","福島県","2118000",""
"1994年","07000","福島県","2123000",""
"1995年","07000","福島県","2127214",""
"1996年","07000","福島県","2128000",""
"1997年","07000","福島県","2127000",""
"1998年","07000","福島県","2124000",""
"1999年","07000","福島県","2121000",""
"2000年","07000","福島県","2117502",""
"2001年","07000","福島県","2114000",""
"2002年","07000","福島県","2108000",""
"2003年","07000","福島県","2100000",""
"2004年","07000","福島県","2091000",""
"2005年","07000","福島県","2079823",""
"2006年","07000","福島県","2070000",""
"2007年","07000","福島県","2058000",""
"2008年","07000","福島県","2044000",""
"2009年","07000","福島県","2031000",""
"2010年","07000","福島県","2012016",""
"2011年","07000","福島県","1979000",""
"2012年","07000","福島県","1950000",""
"2013年","07000","福島県","1933000",""
"2014年","07000","福島県","1919000",""
"2015年","07000","福島県","1898880",""
"2016年","07000","福島県","1893000",""
"2017年","07000","福島県","1875000",""
"2018年","07000","福島県","1856000",""
"2019年","07000","福島県","1838000",""
"2020年","07000","福島県","1797450",""
"2021年","07000","福島県","1799000",""
"2022年","07000","福島県","1776000",""
"1975年","08000","茨城県","2338151",""
"1976年","08000","茨城県","2376000",""
"1977年","08000","茨城県","2413000",""
"1978年","08000","茨城県","2459000",""
"1979年","08000","茨城県","2506000",""
"1980年","08000","茨城県","2552775",""
"1981年","08000","茨城県","2591000",""
"1982年","08000","茨城県","2630000",""
"1983年","08000","茨城県","2665000",""
"1984年","08000","茨城県","2692000",""
"1985年","08000","茨城県","2718777",""
"1986年","08000","茨城県","2739000",""
"1987年","08000","茨城県","2761000",""
"1988年","08000","茨城県","2786000",""
"1989年","08000","茨城県","2812000",""
"1990年","08000","茨城県","2830581",""
"1991年","08000","茨城県","2858000",""
"1992年","08000","茨城県","2881000",""
"1993年","08000","茨城県","2901000",""
"1994年","08000","茨城県","2918000",""
